estado;cidade;populacao;pib;pib_percapita
RIO GRANDE DO SUL;Garruchos;3509;218234.140625;62192.69140625
MATO GROSSO;Santa Carmem;4573;182842.890625;39983.140625
BAHIA;Itapetinga;66665;658192.25;9873.12988281
MINAS GERAIS;Seritinga;1818;13994.18945312;7697.56982422
MINAS GERAIS;Taparuba;3357;18789.33203125;5597.06005859
RIO GRANDE DO NORTE;Bodó;2592;16126.94140625;6221.81005859
RIO GRANDE DO SUL;São Vendelino;1891;28861.82617188;15262.73046875
MATO GROSSO DO SUL;Angélica;7465;133023.96875;17819.68945312
PARANA;Santana do Itararé;5697;45365.75;7963.08984375
PERNAMBUCO;Tacaratu;22231;70767.1484375;3183.26000977
PARANA;Teixeira Soares;10548;85131.5625;8070.87011719
SANTA CATARINA;São Joaquim;25122;309743.09375;12329.54980469
SANTA CATARINA;Palma Sola;8145;118605.6171875;14561.76953125
MATO GROSSO;Mirassol D'Oeste;25605;301727.3125;11783.91992188
RIO GRANDE DO SUL;Capão do Leão;24458;318006.34375;13002.13964844
PARA;Rurópolis;36068;107944.171875;2992.80004883
MINAS GERAIS;Machacalis;7069;37748.45703125;5340.0
PIAUI;Sussuapara;5759;23830.77539062;4138.00976562
GOIAS;Hidrolândia;14718;257722.515625;17510.69921875
MARANHAO;Governador Edison Lobão;14921;59880.09375;4013.13989258
MINAS GERAIS;Consolação;1750;10992.83691406;6281.62011719
MARANHAO;Porto Franco;19503;211566.140625;10847.87988281
BAHIA;Umburanas;17096;48177.484375;2818.06005859
PARANA;Carambeí;17537;859779.375;49026.6015625
MATO GROSSO;Canabrava do Norte;5563;61282.00390625;11016.0
MINAS GERAIS;Muzambinho;20426;217759.796875;10660.91015625
SAO PAULO;Ribeirão Preto;563107;14688064.0;26083.97070312
PIAUI;União;43135;192874.375;4471.41015625
MINAS GERAIS;Cascalho Rico;2938;33284.22265625;11328.87011719
PARANA;Jaguariaíva;33244;527268.25;15860.54980469
PERNAMBUCO;Água Preta;30792;127078.7265625;4127.0
MINAS GERAIS;Lontra;8332;29653.39257812;3558.97998047
SANTA CATARINA;Cunhataí;1948;23290.72070312;11956.21972656
MINAS GERAIS;Itapecerica;21200;155813.703125;7349.70019531
MATO GROSSO;Araputanga;16090;230694.578125;14337.75976562
PARANA;Ibema;6144;59509.87109375;9685.84960938
BAHIA;Brejões;12446;92945.0078125;7467.85986328
RIO GRANDE DO SUL;Vale do Sol;11273;167418.703125;14851.29980469
SANTA CATARINA;Siderópolis;12967;227415.109375;17537.99023438
SANTA CATARINA;Barra Velha;19861;322263.875;16225.95996094
GOIAS;Nova Aurora;2209;20509.70117188;9284.61035156
SANTA CATARINA;Brusque;102280;2431683.25;23774.76953125
GOIAS;Portelândia;3321;103158.140625;31062.36914062
MINAS GERAIS;Recreio;10538;59628.3125;5658.41015625
MINAS GERAIS;Mantena;27580;191780.390625;6953.60009766
SAO PAULO;Timburi;2548;29524.6484375;11587.37988281
MINAS GERAIS;Wenceslau Braz;2571;16090.56835938;6258.49023438
RIO GRANDE DO SUL;Três Cachoeiras;11022;87440.0546875;7933.22998047
SAO PAULO;Vitória Brasil;1662;17446.89453125;10497.53027344
PARANA;Guaraniaçu;16161;165406.515625;10234.91992188
PIAUI;Francisco Santos;8315;33827.109375;4068.19995117
SANTA CATARINA;São José do Cedro;14155;258714.359375;18277.24023438
PIAUI;Jerumenha;4490;16912.27539062;3766.64990234
PERNAMBUCO;Venturosa;16706;79114.109375;4735.66992188
SANTA CATARINA;Bom Jesus;2427;58548.26171875;24123.72070312
CEARA;Pedra Branca;42152;132454.375;3142.30004883
MINAS GERAIS;Dores de Campos;9821;79840.859375;8129.60986328
MINAS GERAIS;Malacacheta;18181;88030.6015625;4841.89990234
TOCANTINS;Centenário;2485;17933.32617188;7216.62988281
TOCANTINS;Santa Tereza do Tocantins;2390;16738.83203125;7003.70019531
TOCANTINS;Dois Irmãos do Tocantins;7254;57289.5703125;7897.64990234
BAHIA;Coaraci;22274;88990.53125;3995.26000977
PARANA;Porto Vitória;3833;35696.4375;9312.91992188
MINAS GERAIS;Rio Novo;9300;54647.140625;5876.04003906
MARANHAO;Duque Bacelar;10827;31129.71484375;2875.18994141
BAHIA;Marcionílio Souza;11061;41508.33203125;3752.66992188
BAHIA;Queimadas;28729;95227.765625;3314.68994141
RONDONIA;São Felipe D'Oeste;6412;71718.96875;11185.12011719
PIAUI;Bom Jesus;20511;203856.984375;9938.91015625
SAO PAULO;Presidente Venceslau;38439;432351.59375;11247.73046875
MARANHAO;Graça Aranha;6470;23405.97070312;3617.62011719
RIO GRANDE DO SUL;Tunas;4551;48574.01953125;10673.25976562
SAO PAULO;Vargem;7098;60099.21484375;8467.05957031
PARANA;Arapuã;4017;38814.890625;9662.66015625
PARANA;Pitangueiras;2822;36812.2421875;13044.74023438
TOCANTINS;Porto Nacional;46722;487393.9375;10431.79003906
MATO GROSSO;Campo Novo do Parecis;23784;1389985.25;58442.03125
PARANA;Adrianópolis;6856;67600.6328125;9860.0703125
PARAIBA;Salgadinho;3518;12675.48339844;3603.04003906
RIO GRANDE DO SUL;Lajeado do Bugre;2647;23565.09570312;8902.5703125
MATO GROSSO;Nova Monte Verde;8602;168346.625;19570.640625
TOCANTINS;Colinas do Tocantins;30666;243218.171875;7931.20019531
ALAGOAS;Olho D'Água do Casado;8517;27759.3671875;3259.29003906
BAHIA;Itabela;26704;201399.09375;7541.91015625
RIO GRANDE DO SUL;Harmonia;3785;73449.2734375;19405.359375
MINAS GERAIS;Açucena;11409;52611.05078125;4611.35986328
RIO GRANDE DO SUL;Mariano Moro;2304;23514.30859375;10205.86035156
GOIAS;Maurilândia;11604;98095.1015625;8453.55957031
RIO GRANDE DO SUL;Sentinela do Sul;5598;71049.21875;12691.88964844
CEARA;Ipaumirim;11999;42898.6640625;3575.18994141
PERNAMBUCO;Lagoa do Itaenga;20618;163927.328125;7950.68994141
SAO PAULO;Itararé;51412;550863.0625;10714.6796875
RIO GRANDE DO SUL;Sertão Santana;6155;94106.140625;15289.37988281
BAHIA;Salvador;2998056;32824228.0;10948.5
PARANA;Ivaiporã;32157;324679.1875;10096.69042969
CEARA;Barbalha;53011;361385.09375;6817.16992188
MINAS GERAIS;Várzea da Palma;36314;602603.0625;16594.23046875
SAO PAULO;Buritizal;4096;245243.796875;59873.96875
PARANA;Inajá;2876;25419.0703125;8838.33984375
GOIAS;Santa Helena de Goiás;36336;511819.84375;14085.75
SAO PAULO;Ubatuba;81096;843726.0625;10404.04003906
CEARA;Aracoiaba;25351;95183.4140625;3754.62011719
PARA;Novo Repartimento;55762;237766.78125;4263.95996094
PARANA;Arapongas;103025;1918444.875;18621.16015625
RIO GRANDE DO SUL;Butiá;20213;198340.671875;9812.53027344
SAO PAULO;Macedônia;3393;37272.37109375;10985.08007812
BAHIA;Jussiape;8043;28544.64453125;3549.0
SAO PAULO;Emilianópolis;3184;31979.79492188;10043.91015625
PARANA;Virmond;4181;39093.01953125;9350.16015625
SAO PAULO;Hortolândia;205856;4855737.5;23588.02929688
RIO GRANDE DO NORTE;Marcelino Vieira;8331;36583.6171875;4391.25976562
RIO DE JANEIRO;Nilópolis;159408;1503782.75;9433.54980469
MARANHAO;Barão de Grajaú;17231;73868.296875;4286.93994141
PARA;Nova Timboteua;12677;44749.25390625;3529.95996094
ALAGOAS;Paulo Jacinto;7772;24402.88085938;3139.85009766
MINAS GERAIS;Natércia;4773;46966.2890625;9839.99023438
PIAUI;Antônio Almeida;3267;22826.05273438;6986.85009766
PARAIBA;Lastro;2894;12315.78808594;4255.62988281
PIAUI;Santa Cruz dos Milagres;3457;13804.08300781;3993.08007812
SERGIPE;Telha;2969;16041.54199219;5403.00976562
PIAUI;Ipiranga do Piauí;9739;33577.5078125;3447.73999023
ESPIRITO SANTO;Guarapari;104534;924333.0625;8842.41992188
PARANA;Jaboti;5307;33912.83984375;6390.20996094
SAO PAULO;Miracatu;23801;169384.6875;7116.70019531
RIO GRANDE DO SUL;Cidreira;11885;118177.3046875;9943.40039062
MINAS GERAIS;São José da Safira;4069;18445.08789062;4533.08007812
PERNAMBUCO;Cupira;22783;92327.234375;4052.45996094
GOIAS;São Luís de Montes Belos;27793;345585.90625;12434.28027344
MINAS GERAIS;São Félix de Minas;3484;19402.95703125;5569.16015625
PIAUI;Santo Antônio de Lisboa;5965;28596.89257812;4794.10986328
PARANA;Santo Inácio;4956;127319.7421875;25690.01953125
MINAS GERAIS;Tapiraí;1888;28785.10546875;15246.34960938
ALAGOAS;Pilar;32655;174139.0625;5332.68994141
CEARA;Missão Velha;35135;136965.046875;3898.25
ALAGOAS;Cacimbinhas;10182;39280.7421875;3857.86010742
ALAGOAS;Jacuípe;7045;29361.71679688;4167.74023438
RIO GRANDE DO SUL;Planalto;10734;93892.3671875;8747.19042969
MARANHAO;Presidente Juscelino;12382;38451.5703125;3105.43994141
GOIAS;Santa Cruz de Goiás;3680;59210.90625;16089.91992188
SAO PAULO;Dolcinópolis;2272;21796.19726562;9593.40039062
RIO GRANDE DO NORTE;Lagoa D'Anta;6164;28359.14257812;4600.77001953
PERNAMBUCO;Tuparetama;8678;36445.796875;4199.79003906
RIO DE JANEIRO;Petrópolis;315119;5831205.0;18504.76953125
PERNAMBUCO;Camaragibe;143210;618538.0625;4319.10009766
GOIAS;Gameleira de Goiás;3582;77272.7734375;21572.51953125
GOIAS;Aragarças;17883;88645.015625;4956.93994141
SAO PAULO;Lavrinhas;7002;58571.69140625;8364.99023438
GOIAS;Arenópolis;3481;35280.58203125;10135.19042969
RIO GRANDE DO SUL;Capitão;2694;31977.71875;11869.98046875
MINAS GERAIS;Vargem Grande do Rio Pardo;4924;21605.60546875;4387.81982422
SAO PAULO;Santos;417098;22546134.0;54054.76171875
MARANHAO;Bacabeira;15574;95500.625;6132.06005859
PIAUI;Novo Santo Antônio;3547;11483.71191406;3237.58007812
SAO PAULO;Itaí;24093;343309.71875;14249.36035156
CEARA;Guaramiranga;4070;25825.7578125;6345.39990234
BAHIA;Lençóis;10112;52895.79296875;5230.99023438
BAHIA;Aramari;9911;36618.66796875;3694.75
ESPIRITO SANTO;Ibitirama;9238;62844.390625;6802.81005859
MINAS GERAIS;Careaçu;6286;56834.83203125;9041.49023438
SAO PAULO;Ibaté;29714;349127.375;11749.58984375
BAHIA;Ilhéus;219266;1925639.875;8782.20996094
MINAS GERAIS;São Lourenço;42688;370494.4375;8679.12011719
PERNAMBUCO;Araripina;79877;342256.96875;4284.79980469
MINAS GERAIS;Chapada Gaúcha;11368;72452.359375;6373.35986328
MATO GROSSO;Cotriguaçu;14965;135221.484375;9035.84960938
MINAS GERAIS;Vermelho Novo;4698;25643.0078125;5458.27978516
RIO GRANDE DO SUL;Veranópolis;26121;639887.625;24497.06054688
BAHIA;Antônio Gonçalves;11240;33189.3984375;2952.79003906
RIO GRANDE DO NORTE;José da Penha;6177;27978.04296875;4529.39013672
SAO PAULO;Panorama;14577;123048.6171875;8441.29003906
SAO PAULO;Águas de Santa Bárbara;5612;101069.890625;18009.59960938
RIO GRANDE DO SUL;Eugênio de Castro;3083;79817.078125;25889.41992188
GOIAS;Buritinópolis;3573;15364.06640625;4300.04980469
ESPIRITO SANTO;Atilio Vivacqua;9361;98105.6171875;10480.25
MATO GROSSO DO SUL;Camapuã;13532;231829.265625;17131.9296875
SAO PAULO;Barra do Chapéu;5358;33205.44921875;6197.35986328
CEARA;Solonópole;18025;85114.359375;4722.02001953
MARANHAO;Governador Eugênio Barros;16503;51424.3125;3116.06005859
SANTA CATARINA;Santa Terezinha do Progresso;3062;38022.19921875;12417.44042969
BAHIA;Abaíra;8821;29147.60742188;3304.34008789
MINAS GERAIS;São João do Oriente;8128;47056.51171875;5789.43017578
SANTA CATARINA;Balneário Piçarras;14845;237103.515625;15971.94042969
GOIAS;Paraúna;11319;259728.625;22946.25
CEARA;Crato;116759;726944.0625;6226.02001953
ALAGOAS;Minador do Negrão;5292;22713.8515625;4292.10986328
BAHIA;Souto Soares;19407;53800.0703125;2772.19995117
PARA;Sapucaia;5609;43872.1953125;7821.75
SANTA CATARINA;Planalto Alegre;2767;29832.25390625;10781.44042969
CEARA;Granjeiro;4999;19908.97460938;3982.59008789
PARAIBA;Ingá;18784;74695.015625;3976.52001953
PARANA;Douradina;6853;205852.890625;30038.359375
ALAGOAS;Anadia;17740;72170.7265625;4068.25
RIO DE JANEIRO;São Fidélis;39256;381657.59375;9722.26953125
RIO GRANDE DO SUL;Portão;30802;609619.625;19791.56054688
GOIAS;Americano do Brasil;4795;59193.86328125;12344.91015625
GOIAS;Taquaral de Goiás;3471;31021.49609375;8937.33984375
RIO GRANDE DO NORTE;Areia Branca;25394;352249.375;13871.36035156
TOCANTINS;Presidente Kennedy;3784;56594.68359375;14956.30957031
RONDONIA;Pimenta Bueno;33984;513631.90625;15113.9296875
SANTA CATARINA;Petrolândia;6188;102293.9765625;16531.01953125
RIO DE JANEIRO;Areal;11982;196890.15625;16432.16015625
ALAGOAS;Senador Rui Palmeira;13110;35231.92578125;2687.40991211
RIO GRANDE DO SUL;Água Santa;3619;79701.8515625;22023.16992188
BAHIA;Barro Alto;14172;41433.265625;2923.60009766
BAHIA;Ibipitanga;14408;43890.1875;3046.23999023
SAO PAULO;Jandira;112130;1409889.375;12573.70019531
PIAUI;São Raimundo Nonato;32215;155153.0625;4816.16992188
RIO GRANDE DO NORTE;Pendências;13034;104648.15625;8028.85986328
RIO GRANDE DO SUL;Formigueiro;7214;95122.9375;13185.87988281
RIO DE JANEIRO;Natividade;15406;187612.1875;12177.87011719
GOIAS;Córrego do Ouro;2632;29560.24023438;11231.08984375
GOIAS;Ivolândia;2738;30326.5546875;11076.16992188
SANTA CATARINA;Witmarsum;3584;57898.19921875;16154.62988281
MINAS GERAIS;Guapé;13475;110514.640625;8201.45996094
TOCANTINS;São Valério;5017;46077.2265625;9184.21972656
SAO PAULO;São José do Barreiro;4490;31528.9453125;7022.04003906
SAO PAULO;Rio Grande da Serra;41602;421630.78125;10134.87011719
BAHIA;Canudos;15366;53531.296875;3483.75
BAHIA;João Dourado;21990;97669.578125;4441.54980469
PARANA;Pérola;9665;102002.0546875;10553.75976562
CEARA;Cariús;19338;58676.28125;3034.25
SAO PAULO;Areiópolis;11157;88476.9921875;7930.18017578
MARANHAO;Itinga do Maranhão;26125;137673.25;5269.79003906
ALAGOAS;Pariconha;10539;32510.77148438;3084.81005859
TOCANTINS;Miracema do Tocantins;19740;560943.5625;28416.59960938
MINAS GERAIS;Sardoá;5477;23739.77929688;4334.45019531
RIO GRANDE DO SUL;Putinga;4242;65779.6953125;15506.75976562
RIO GRANDE DO SUL;Nova Palma;6693;130462.4375;19492.36914062
SERGIPE;Poço Verde;21882;98134.265625;4484.70019531
MINAS GERAIS;Campo Azul;4020;20342.54492188;5060.33007812
RIO GRANDE DO NORTE;Lagoa Salgada;7449;31882.97070312;4280.16992188
GOIAS;Turvelândia;4068;175399.21875;43116.8203125
ESPIRITO SANTO;Divino de São Lourenço;5011;34397.96875;6864.49023438
PARA;Tucuruí;96010;2170090.0;22602.75
MATO GROSSO DO SUL;Caracol;5320;74384.765625;13982.09960938
GOIAS;São Francisco de Goiás;5823;38083.13671875;6540.12011719
SERGIPE;Itabaiana;86564;665967.625;7693.35986328
BAHIA;Cristópolis;14279;47487.671875;3325.69995117
CEARA;Jaguaretama;18411;82730.8359375;4493.54980469
RIO DE JANEIRO;São João de Meriti;469827;4000292.25;8514.38964844
BAHIA;Ribeira do Pombal;49263;244964.375;4972.58007812
TOCANTINS;Filadélfia;7978;58334.25390625;7311.89013672
RIO GRANDE DO SUL;Capela de Santana;11617;89798.734375;7729.93994141
RIO GRANDE DO SUL;Restinga Seca;15885;227745.25;14337.12988281
PIAUI;São Miguel do Tapuio;19831;56574.91015625;2852.85009766
SAO PAULO;Marinópolis;2158;26659.51367188;12353.80957031
RIO GRANDE DO SUL;Itati;2720;17316.42773438;6366.33007812
RIO GRANDE DO SUL;Rio dos Índios;4192;41633.12109375;9931.5703125
MARANHAO;São Luís Gonzaga do Maranhão;19877;96742.3984375;4867.04980469
TOCANTINS;Almas;7605;40679.22265625;5349.00976562
PIAUI;Campo Alegre do Fidalgo;4647;13968.11035156;3005.83007812
MINAS GERAIS;Nova Porteirinha;7597;64863.109375;8537.99023438
MARANHAO;São Pedro da Água Branca;11481;65256.91796875;5683.91015625
MINAS GERAIS;Juiz de Fora;526706;7423138.0;14093.50976562
SANTA CATARINA;Major Vieira;7675;126102.9140625;16430.34960938
PARAIBA;São Francisco;3544;14183.72070312;4002.17993164
SAO PAULO;Mococa;68718;1053969.625;15337.61035156
BAHIA;Retirolândia;11798;54673.390625;4634.12011719
RONDONIA;Monte Negro;12708;145329.3125;11436.04980469
RIO GRANDE DO SUL;Bagé;115745;1165896.5;10072.98046875
PARANA;Mandaguari;33109;427174.375;12902.05957031
MATO GROSSO DO SUL;Aparecida do Taboado;20623;349331.9375;16938.94921875
CEARA;Reriutaba;19444;70465.125;3624.0
PIAUI;João Costa;3315;11626.99414062;3507.38989258
BAHIA;Caldeirão Grande;13922;43519.43359375;3125.94995117
PARA;Cachoeira do Piriá;18777;47205.38671875;2514.0
PARANA;Itaguajé;4589;38368.25390625;8360.91992188
MINAS GERAIS;Bueno Brandão;11212;95530.296875;8520.36035156
GOIAS;Uruana;14115;125436.234375;8886.73046875
MINAS GERAIS;Carmo do Rio Claro;20070;202915.625;10110.40039062
RIO GRANDE DO NORTE;Carnaubais;9712;54461.640625;5607.66015625
MINAS GERAIS;Varzelândia;19771;78314.7890625;3961.09008789
RONDONIA;Colorado do Oeste;17822;212184.0;11905.73046875
PARAIBA;Picuí;19359;78050.453125;4031.73999023
RIO GRANDE DO SUL;Erval Seco;8196;92426.96875;11277.08007812
PARANA;Pato Bragado;4947;54275.8828125;10971.46972656
MINAS GERAIS;Silvianópolis;6261;61481.84765625;9819.80957031
SAO PAULO;Buri;18146;246487.109375;13583.54980469
RIO GRANDE DO NORTE;Janduís;5562;25795.89648438;4637.87988281
CEARA;Milagres;28077;104356.4375;3716.79003906
GOIAS;Mimoso de Goiás;2941;29721.85351562;10106.04003906
SANTA CATARINA;Águas Frias;2641;56920.30078125;21552.56054688
MARANHAO;Governador Nunes Freire;24520;82837.78125;3378.37988281
PIAUI;Caxingó;5270;19456.99414062;3692.0300293
RIO DE JANEIRO;Comendador Levy Gasparian;8839;150088.640625;16980.26953125
PARANA;Guaíra;29664;327709.34375;11047.37988281
BAHIA;Santana;27259;116221.203125;4263.58984375
MINAS GERAIS;Mercês;10902;54027.89453125;4955.77978516
SAO PAULO;Joanópolis;11169;133914.796875;11989.86035156
RIO DE JANEIRO;Sumidouro;15313;206854.375;13508.41992188
MINAS GERAIS;Morada Nova de Minas;8750;76796.5234375;8776.75
SANTA CATARINA;Modelo;3862;48248.37109375;12493.11035156
SAO PAULO;Presidente Bernardes;15382;147201.09375;9569.70019531
BAHIA;Santo Amaro;58387;307409.65625;5265.04003906
PIAUI;Canavieira;4093;14949.34375;3652.41992188
RIO GRANDE DO SUL;Catuípe;9611;153886.890625;16011.54003906
MARANHAO;São João do Soter;17326;46917.0703125;2707.89990234
PIAUI;Demerval Lobão;13232;35422.94140625;2677.07006836
ACRE;Manoel Urbano;7505;61478.73046875;8191.70019531
GOIAS;Ipameri;24021;455039.1875;18943.390625
RIO GRANDE DO SUL;Palmares do Sul;11998;176851.203125;14740.05957031
SERGIPE;São Domingos;10555;49973.58984375;4734.58984375
SAO PAULO;Anhumas;3947;37064.9296875;9390.66015625
TOCANTINS;Santa Rita do Tocantins;2377;32751.5625;13778.53027344
AMAZONAS;Rio Preto da Eva;26847;216235.546875;8054.37011719
SERGIPE;Japoatã;14027;77486.8359375;5524.12011719
PARA;Capitão Poço;52797;160230.15625;3034.83007812
RIO GRANDE DO SUL;Lagoa Vermelha;28236;408302.03125;14460.33984375
SAO PAULO;Braúna;5043;40781.84375;8086.81982422
PARA;Prainha;26570;109358.3515625;4115.85986328
PARAIBA;Rio Tinto;23788;135686.15625;5703.97021484
MINAS GERAIS;Nova Belém;3532;27054.96875;7659.95996094
SERGIPE;Santo Amaro das Brotas;12140;67334.578125;5546.50976562
PARANA;Cruzeiro do Iguaçu;4225;41468.546875;9815.04003906
MARANHAO;Igarapé Grande;11121;44660.359375;4015.86010742
RIO GRANDE DO SUL;São Paulo das Missões;6767;76172.8046875;11256.50976562
RIO GRANDE DO SUL;Colinas;2470;28712.453125;11624.46972656
RIO DE JANEIRO;Laje do Muriaé;7997;75228.75;9407.12011719
MINAS GERAIS;Nazareno;8096;90727.484375;11206.45996094
PERNAMBUCO;Águas Belas;39672;151340.671875;3814.80004883
SAO PAULO;Santa Cruz da Esperança;1733;31603.69140625;18236.41015625
PERNAMBUCO;Tamandaré;18999;112841.03125;5939.31005859
MINAS GERAIS;Coronel Xavier Chaves;3303;26762.91796875;8102.60986328
PERNAMBUCO;Santa Maria da Boa Vista;41745;234438.703125;5615.97021484
RIO GRANDE DO SUL;Sério;2387;26267.9765625;11004.59960938
MINAS GERAIS;Desterro do Melo;3302;20436.48242188;6189.12011719
SANTA CATARINA;Chapadão do Lageado;2882;47381.171875;16440.38085938
ALAGOAS;Mata Grande;25309;70679.9765625;2792.67993164
PARA;Monte Alegre;63941;253144.65625;3959.04003906
MINAS GERAIS;Guimarânia;7322;77487.75;10582.87011719
PIAUI;Esperantina;37520;133921.484375;3569.34008789
MATO GROSSO DO SUL;Ponta Porã;75941;821485.875;10817.41992188
PARA;Palestina do Pará;7301;30205.0859375;4137.12011719
MARANHAO;Santana do Maranhão;11170;37810.55078125;3385.01000977
TOCANTINS;Luzinópolis;2959;16670.63671875;5633.87011719
RIO GRANDE DO SUL;Triunfo;25374;5378394.5;211964.796875
MINAS GERAIS;Caranaíba;3553;17252.89257812;4855.87011719
GOIAS;Posse;31257;189625.765625;6066.66992188
MARANHAO;Maranhãozinho;12684;56887.16796875;4484.95019531
TOCANTINS;Esperantina;8445;39419.8515625;4667.83007812
ALAGOAS;Messias;15899;62115.51171875;3906.87988281
CEARA;Nova Russas;32016;120630.0703125;3767.81005859
PARANA;Chopinzinho;19517;249832.0;12800.74023438
BAHIA;Irará;25811;126903.78125;4916.64990234
SAO PAULO;Ouroeste;7598;565069.375;74370.8125
PARA;Bom Jesus do Tocantins;13593;63053.15234375;4638.64990234
CEARA;Cariré;19132;64836.63671875;3388.90991211
PARAIBA;Bom Jesus;2305;9674.91992188;4197.35986328
CEARA;Itapipoca;114441;530908.0625;4639.14013672
PARANA;Porto Amazonas;4348;50780.390625;11679.01953125
SANTA CATARINA;Passo de Torres;5690;51858.28125;9113.9296875
TOCANTINS;Pequizeiro;4971;39278.328125;7901.49023438
MINAS GERAIS;Rodeiro;6589;83837.4140625;12723.83984375
MINAS GERAIS;Paraisópolis;18844;275498.9375;14619.98046875
MARANHAO;São Pedro dos Crentes;4144;27159.71875;6553.99023438
MINAS GERAIS;Rochedo de Minas;2137;16518.8828125;7729.93994141
SANTA CATARINA;Major Gercino;2869;35983.98046875;12542.33984375
BAHIA;Ibirataia;24544;104637.359375;4263.25976562
PARANA;Astorga;25164;252335.984375;10027.66015625
RIO DE JANEIRO;Rio de Janeiro;6186710;175739344.0;28405.94921875
PIAUI;Oeiras;36293;152384.3125;4198.72021484
SAO PAULO;Monte Mor;46641;1123404.75;24086.2109375
RIO GRANDE DO SUL;Panambi;38794;782521.625;20171.19921875
MINAS GERAIS;Engenheiro Navarro;7315;36794.828125;5030.04980469
